,sexo,sector_del_nivel_de_formación_alcanzado,edad,periodo,total
1074,Hombres,Sectores desconocidos o no especificados,De 35 a 44 años,2019,43.4
1075,Hombres,Sectores desconocidos o no especificados,De 35 a 44 años,2018,37.2
1076,Hombres,Sectores desconocidos o no especificados,De 35 a 44 años,2017,41.9
1077,Hombres,Sectores desconocidos o no especificados,De 35 a 44 años,2016,50.2
1078,Hombres,Sectores desconocidos o no especificados,De 45 a 54 años,2022,60.4
1079,Hombres,Sectores desconocidos o no especificados,De 45 a 54 años,2021,38.2
1080,Hombres,Sectores desconocidos o no especificados,De 45 a 54 años,2020,38.0
1081,Hombres,Sectores desconocidos o no especificados,De 45 a 54 años,2019,36.5
1082,Hombres,Sectores desconocidos o no especificados,De 45 a 54 años,2018,40.5
1083,Hombres,Sectores desconocidos o no especificados,De 45 a 54 años,2017,42.6
1084,Hombres,Sectores desconocidos o no especificados,De 45 a 54 años,2016,42.2
1085,Hombres,Sectores desconocidos o no especificados,55 y más años,2022,194.4
1086,Hombres,Sectores desconocidos o no especificados,55 y más años,2021,175.8
1087,Hombres,Sectores desconocidos o no especificados,55 y más años,2020,162.0
1088,Hombres,Sectores desconocidos o no especificados,55 y más años,2019,184.7
1089,Hombres,Sectores desconocidos o no especificados,55 y más años,2018,211.0
1090,Hombres,Sectores desconocidos o no especificados,55 y más años,2017,204.0
1091,Hombres,Sectores desconocidos o no especificados,55 y más años,2016,230.4
1092,Mujeres,Total,Total,2022,20538.7
1093,Mujeres,Total,Total,2021,20383.4
1094,Mujeres,Total,Total,2020,20336.9
1095,Mujeres,Total,Total,2019,20174.8
1096,Mujeres,Total,Total,2018,19978.0
1097,Mujeres,Total,Total,2017,19851.0
1098,Mujeres,Total,Total,2016,19777.5
1099,Mujeres,Total,De 16 a 24 años,2022,2153.9
1100,Mujeres,Total,De 16 a 24 años,2021,2106.0
1101,Mujeres,Total,De 16 a 24 años,2020,2081.9
1102,Mujeres,Total,De 16 a 24 años,2019,2035.2
1103,Mujeres,Total,De 16 a 24 años,2018,1991.3
1104,Mujeres,Total,De 16 a 24 años,2017,1963.8
1105,Mujeres,Total,De 16 a 24 años,2016,1954.6
1106,Mujeres,Total,De 25 a 34 años,2022,2583.5
1107,Mujeres,Total,De 25 a 34 años,2021,2587.2
1108,Mujeres,Total,De 25 a 34 años,2020,2628.2
1109,Mujeres,Total,De 25 a 34 años,2019,2644.4
1110,Mujeres,Total,De 25 a 34 años,2018,2659.7
1111,Mujeres,Total,De 25 a 34 años,2017,2693.9
1112,Mujeres,Total,De 25 a 34 años,2016,2771.0
1113,Mujeres,Total,De 35 a 44 años,2022,3380.4
1114,Mujeres,Total,De 35 a 44 años,2021,3473.3
1115,Mujeres,Total,De 35 a 44 años,2020,3581.4
1116,Mujeres,Total,De 35 a 44 años,2019,3653.2
1117,Mujeres,Total,De 35 a 44 años,2018,3704.7
1118,Mujeres,Total,De 35 a 44 años,2017,3748.8
1119,Mujeres,Total,De 35 a 44 años,2016,3792.3
1120,Mujeres,Total,De 45 a 54 años,2022,3850.7
1121,Mujeres,Total,De 45 a 54 años,2021,3809.4
1122,Mujeres,Total,De 45 a 54 años,2020,3773.8
1123,Mujeres,Total,De 45 a 54 años,2019,3728.6
1124,Mujeres,Total,De 45 a 54 años,2018,3679.0
1125,Mujeres,Total,De 45 a 54 años,2017,3629.6
1126,Mujeres,Total,De 45 a 54 años,2016,3585.2
1127,Mujeres,Total,55 y más años,2022,8570.2
1128,Mujeres,Total,55 y más años,2021,8407.5
1129,Mujeres,Total,55 y más años,2020,8271.6
1130,Mujeres,Total,55 y más años,2019,8113.4
1131,Mujeres,Total,55 y más años,2018,7943.4
1132,Mujeres,Total,55 y más años,2017,7815.0
1133,Mujeres,Total,55 y más años,2016,7674.3
1134,Mujeres,Formación general  formación básica de adultos y habilidades personales,Total,2022,11298.2
1135,Mujeres,Formación general  formación básica de adultos y habilidades personales,Total,2021,11257.8
1136,Mujeres,Formación general  formación básica de adultos y habilidades personales,Total,2020,11528.8
1137,Mujeres,Formación general  formación básica de adultos y habilidades personales,Total,2019,11660.2
1138,Mujeres,Formación general  formación básica de adultos y habilidades personales,Total,2018,11763.8
1139,Mujeres,Formación general  formación básica de adultos y habilidades personales,Total,2017,11733.7
1140,Mujeres,Formación general  formación básica de adultos y habilidades personales,Total,2016,11813.9
1141,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2022,1609.6
1142,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2021,1561.6
1143,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2020,1604.9
1144,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2019,1557.1
1145,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2018,1538.9
1146,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2017,1478.9
1147,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 16 a 24 años,2016,1453.8
1148,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2022,805.4
1149,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2021,833.8
1150,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2020,835.4
1151,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2019,879.8
1152,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2018,949.6
1153,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2017,1040.5
1154,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 25 a 34 años,2016,1039.1
1155,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2022,1281.9
1156,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2021,1279.4
1157,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2020,1315.4
1158,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2019,1462.0
1159,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2018,1447.9
1160,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2017,1472.7
1161,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 35 a 44 años,2016,1510.9
1162,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2022,1703.3
1163,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2021,1698.8
1164,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2020,1836.5
1165,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2019,1823.6
1166,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2018,1920.7
1167,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2017,1932.6
1168,Mujeres,Formación general  formación básica de adultos y habilidades personales,De 45 a 54 años,2016,1928.4
1169,Mujeres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2022,5898.0
1170,Mujeres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2021,5884.1
1171,Mujeres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2020,5936.6
1172,Mujeres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2019,5937.7
1173,Mujeres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2018,5906.7
1174,Mujeres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2017,5809.0
1175,Mujeres,Formación general  formación básica de adultos y habilidades personales,55 y más años,2016,5881.7
1176,Mujeres,Educación,Total,2022,1203.9
1177,Mujeres,Educación,Total,2021,1200.6
1178,Mujeres,Educación,Total,2020,1135.6
1179,Mujeres,Educación,Total,2019,1144.2
1180,Mujeres,Educación,Total,2018,1029.6
1181,Mujeres,Educación,Total,2017,1069.9
1182,Mujeres,Educación,Total,2016,1013.2
1183,Mujeres,Educación,De 16 a 24 años,2022,61.6
1184,Mujeres,Educación,De 16 a 24 años,2021,65.5
1185,Mujeres,Educación,De 16 a 24 años,2020,56.1
1186,Mujeres,Educación,De 16 a 24 años,2019,68.8
1187,Mujeres,Educación,De 16 a 24 años,2018,62.8
1188,Mujeres,Educación,De 16 a 24 años,2017,71.9
1189,Mujeres,Educación,De 16 a 24 años,2016,73.8
1190,Mujeres,Educación,De 25 a 34 años,2022,284.2
1191,Mujeres,Educación,De 25 a 34 años,2021,275.2
1192,Mujeres,Educación,De 25 a 34 años,2020,268.4
1193,Mujeres,Educación,De 25 a 34 años,2019,271.2
1194,Mujeres,Educación,De 25 a 34 años,2018,241.3
1195,Mujeres,Educación,De 25 a 34 años,2017,238.0
1196,Mujeres,Educación,De 25 a 34 años,2016,235.1
1197,Mujeres,Educación,De 35 a 44 años,2022,251.1
1198,Mujeres,Educación,De 35 a 44 años,2021,256.9
1199,Mujeres,Educación,De 35 a 44 años,2020,249.1
1200,Mujeres,Educación,De 35 a 44 años,2019,245.4
1201,Mujeres,Educación,De 35 a 44 años,2018,253.7
1202,Mujeres,Educación,De 35 a 44 años,2017,265.2
1203,Mujeres,Educación,De 35 a 44 años,2016,228.3
1204,Mujeres,Educación,De 45 a 54 años,2022,221.9
1205,Mujeres,Educación,De 45 a 54 años,2021,203.8
1206,Mujeres,Educación,De 45 a 54 años,2020,196.9
1207,Mujeres,Educación,De 45 a 54 años,2019,206.6
1208,Mujeres,Educación,De 45 a 54 años,2018,176.7
1209,Mujeres,Educación,De 45 a 54 años,2017,190.5
1210,Mujeres,Educación,De 45 a 54 años,2016,182.4
1211,Mujeres,Educación,55 y más años,2022,385.1
1212,Mujeres,Educación,55 y más años,2021,399.2
1213,Mujeres,Educación,55 y más años,2020,365.1
1214,Mujeres,Educación,55 y más años,2019,352.1
1215,Mujeres,Educación,55 y más años,2018,295.2
1216,Mujeres,Educación,55 y más años,2017,304.3
1217,Mujeres,Educación,55 y más años,2016,293.6
1218,Mujeres,Artes  humanidades y lenguas,Total,2022,699.8
1219,Mujeres,Artes  humanidades y lenguas,Total,2021,681.4
1220,Mujeres,Artes  humanidades y lenguas,Total,2020,709.4
1221,Mujeres,Artes  humanidades y lenguas,Total,2019,667.4
1222,Mujeres,Artes  humanidades y lenguas,Total,2018,646.6
1223,Mujeres,Artes  humanidades y lenguas,Total,2017,648.9
1224,Mujeres,Artes  humanidades y lenguas,Total,2016,622.4
1225,Mujeres,Artes  humanidades y lenguas,De 16 a 24 años,2022,37.7
1226,Mujeres,Artes  humanidades y lenguas,De 16 a 24 años,2021,46.3
1227,Mujeres,Artes  humanidades y lenguas,De 16 a 24 años,2020,35.9
1228,Mujeres,Artes  humanidades y lenguas,De 16 a 24 años,2019,39.2
1229,Mujeres,Artes  humanidades y lenguas,De 16 a 24 años,2018,34.2
1230,Mujeres,Artes  humanidades y lenguas,De 16 a 24 años,2017,29.6
1231,Mujeres,Artes  humanidades y lenguas,De 16 a 24 años,2016,34.0
1232,Mujeres,Artes  humanidades y lenguas,De 25 a 34 años,2022,141.6
1233,Mujeres,Artes  humanidades y lenguas,De 25 a 34 años,2021,114.9
1234,Mujeres,Artes  humanidades y lenguas,De 25 a 34 años,2020,123.0
1235,Mujeres,Artes  humanidades y lenguas,De 25 a 34 años,2019,123.5
1236,Mujeres,Artes  humanidades y lenguas,De 25 a 34 años,2018,137.4
1237,Mujeres,Artes  humanidades y lenguas,De 25 a 34 años,2017,115.4
1238,Mujeres,Artes  humanidades y lenguas,De 25 a 34 años,2016,112.2
1239,Mujeres,Artes  humanidades y lenguas,De 35 a 44 años,2022,151.1
1240,Mujeres,Artes  humanidades y lenguas,De 35 a 44 años,2021,132.8
1241,Mujeres,Artes  humanidades y lenguas,De 35 a 44 años,2020,182.6
1242,Mujeres,Artes  humanidades y lenguas,De 35 a 44 años,2019,159.0
1243,Mujeres,Artes  humanidades y lenguas,De 35 a 44 años,2018,158.3
1244,Mujeres,Artes  humanidades y lenguas,De 35 a 44 años,2017,170.0
1245,Mujeres,Artes  humanidades y lenguas,De 35 a 44 años,2016,178.6
1246,Mujeres,Artes  humanidades y lenguas,De 45 a 54 años,2022,140.0
1247,Mujeres,Artes  humanidades y lenguas,De 45 a 54 años,2021,154.5
1248,Mujeres,Artes  humanidades y lenguas,De 45 a 54 años,2020,156.7
1249,Mujeres,Artes  humanidades y lenguas,De 45 a 54 años,2019,157.5
1250,Mujeres,Artes  humanidades y lenguas,De 45 a 54 años,2018,131.0
1251,Mujeres,Artes  humanidades y lenguas,De 45 a 54 años,2017,146.6
1252,Mujeres,Artes  humanidades y lenguas,De 45 a 54 años,2016,150.2
1253,Mujeres,Artes  humanidades y lenguas,55 y más años,2022,229.4
1254,Mujeres,Artes  humanidades y lenguas,55 y más años,2021,232.9
1255,Mujeres,Artes  humanidades y lenguas,55 y más años,2020,211.2
1256,Mujeres,Artes  humanidades y lenguas,55 y más años,2019,188.2
1257,Mujeres,Artes  humanidades y lenguas,55 y más años,2018,185.6
1258,Mujeres,Artes  humanidades y lenguas,55 y más años,2017,187.2
1259,Mujeres,Artes  humanidades y lenguas,55 y más años,2016,147.4
1260,Mujeres,Ciencias sociales  periodismo y documentación,Total,2022,479.8
1261,Mujeres,Ciencias sociales  periodismo y documentación,Total,2021,445.4
1262,Mujeres,Ciencias sociales  periodismo y documentación,Total,2020,411.8
1263,Mujeres,Ciencias sociales  periodismo y documentación,Total,2019,421.8
1264,Mujeres,Ciencias sociales  periodismo y documentación,Total,2018,397.9
1265,Mujeres,Ciencias sociales  periodismo y documentación,Total,2017,423.4
1266,Mujeres,Ciencias sociales  periodismo y documentación,Total,2016,394.7
1267,Mujeres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2022,35.5
1268,Mujeres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2021,27.8
1269,Mujeres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2020,20.3
1270,Mujeres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2019,25.2
1271,Mujeres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2018,23.6
1272,Mujeres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2017,23.8
1273,Mujeres,Ciencias sociales  periodismo y documentación,De 16 a 24 años,2016,31.2
1274,Mujeres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2022,92.9
1275,Mujeres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2021,91.5
1276,Mujeres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2020,88.8
1277,Mujeres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2019,85.4
1278,Mujeres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2018,89.4
1279,Mujeres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2017,95.0
1280,Mujeres,Ciencias sociales  periodismo y documentación,De 25 a 34 años,2016,113.6
1281,Mujeres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2022,122.5
1282,Mujeres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2021,130.9
1283,Mujeres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2020,121.4
1284,Mujeres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2019,139.2
1285,Mujeres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2018,115.1
1286,Mujeres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2017,136.6
1287,Mujeres,Ciencias sociales  periodismo y documentación,De 35 a 44 años,2016,119.4
1288,Mujeres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2022,111.0
1289,Mujeres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2021,104.9
1290,Mujeres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2020,86.3
1291,Mujeres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2019,96.8
1292,Mujeres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2018,98.6
1293,Mujeres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2017,99.4
1294,Mujeres,Ciencias sociales  periodismo y documentación,De 45 a 54 años,2016,86.8
1295,Mujeres,Ciencias sociales  periodismo y documentación,55 y más años,2022,118.0
1296,Mujeres,Ciencias sociales  periodismo y documentación,55 y más años,2021,90.4
1297,Mujeres,Ciencias sociales  periodismo y documentación,55 y más años,2020,95.1
1298,Mujeres,Ciencias sociales  periodismo y documentación,55 y más años,2019,75.2
1299,Mujeres,Ciencias sociales  periodismo y documentación,55 y más años,2018,71.2
1300,Mujeres,Ciencias sociales  periodismo y documentación,55 y más años,2017,68.7
1301,Mujeres,Ciencias sociales  periodismo y documentación,55 y más años,2016,43.6
1302,Mujeres,Negocios  administración y derecho,Total,2022,2675.0
1303,Mujeres,Negocios  administración y derecho,Total,2021,2766.6
1304,Mujeres,Negocios  administración y derecho,Total,2020,2523.6
1305,Mujeres,Negocios  administración y derecho,Total,2019,2378.7
1306,Mujeres,Negocios  administración y derecho,Total,2018,2399.6
1307,Mujeres,Negocios  administración y derecho,Total,2017,2351.6
1308,Mujeres,Negocios  administración y derecho,Total,2016,2254.0
1309,Mujeres,Negocios  administración y derecho,De 16 a 24 años,2022,124.2
1310,Mujeres,Negocios  administración y derecho,De 16 a 24 años,2021,115.4
1311,Mujeres,Negocios  administración y derecho,De 16 a 24 años,2020,109.5
1312,Mujeres,Negocios  administración y derecho,De 16 a 24 años,2019,88.9
1313,Mujeres,Negocios  administración y derecho,De 16 a 24 años,2018,101.6
1314,Mujeres,Negocios  administración y derecho,De 16 a 24 años,2017,110.9
1315,Mujeres,Negocios  administración y derecho,De 16 a 24 años,2016,115.5
1316,Mujeres,Negocios  administración y derecho,De 25 a 34 años,2022,394.9
1317,Mujeres,Negocios  administración y derecho,De 25 a 34 años,2021,509.1
1318,Mujeres,Negocios  administración y derecho,De 25 a 34 años,2020,461.4
1319,Mujeres,Negocios  administración y derecho,De 25 a 34 años,2019,448.8
1320,Mujeres,Negocios  administración y derecho,De 25 a 34 años,2018,495.9
1321,Mujeres,Negocios  administración y derecho,De 25 a 34 años,2017,460.6
1322,Mujeres,Negocios  administración y derecho,De 25 a 34 años,2016,464.7
1323,Mujeres,Negocios  administración y derecho,De 35 a 44 años,2022,643.4
1324,Mujeres,Negocios  administración y derecho,De 35 a 44 años,2021,714.8
1325,Mujeres,Negocios  administración y derecho,De 35 a 44 años,2020,706.8
1326,Mujeres,Negocios  administración y derecho,De 35 a 44 años,2019,698.5
1327,Mujeres,Negocios  administración y derecho,De 35 a 44 años,2018,744.7
1328,Mujeres,Negocios  administración y derecho,De 35 a 44 años,2017,777.9
1329,Mujeres,Negocios  administración y derecho,De 35 a 44 años,2016,800.5
1330,Mujeres,Negocios  administración y derecho,De 45 a 54 años,2022,832.9
1331,Mujeres,Negocios  administración y derecho,De 45 a 54 años,2021,781.9
1332,Mujeres,Negocios  administración y derecho,De 45 a 54 años,2020,713.4
1333,Mujeres,Negocios  administración y derecho,De 45 a 54 años,2019,662.4
1334,Mujeres,Negocios  administración y derecho,De 45 a 54 años,2018,643.9
1335,Mujeres,Negocios  administración y derecho,De 45 a 54 años,2017,592.2
1336,Mujeres,Negocios  administración y derecho,De 45 a 54 años,2016,576.4
1337,Mujeres,Negocios  administración y derecho,55 y más años,2022,679.5
1338,Mujeres,Negocios  administración y derecho,55 y más años,2021,645.4
1339,Mujeres,Negocios  administración y derecho,55 y más años,2020,532.5
1340,Mujeres,Negocios  administración y derecho,55 y más años,2019,480.0
1341,Mujeres,Negocios  administración y derecho,55 y más años,2018,413.5
1342,Mujeres,Negocios  administración y derecho,55 y más años,2017,410.0
1343,Mujeres,Negocios  administración y derecho,55 y más años,2016,296.8
1344,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,Total,2022,408.8
1345,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,Total,2021,378.5
1346,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,Total,2020,374.5
1347,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,Total,2019,378.2
1348,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,Total,2018,397.4
1349,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,Total,2017,341.0
1350,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,Total,2016,340.4
1351,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2022,29.0
1352,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2021,27.4
1353,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2020,21.8
1354,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2019,24.1
1355,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2018,16.5
1356,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2017,15.2
1357,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 16 a 24 años,2016,15.4
1358,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2022,82.9
1359,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2021,82.2
1360,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2020,70.3
1361,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2019,77.0
1362,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2018,83.5
1363,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2017,64.7
1364,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 25 a 34 años,2016,76.2
1365,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2022,110.1
1366,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2021,107.2
1367,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2020,122.8
1368,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2019,132.5
1369,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2018,153.4
1370,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2017,125.0
1371,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 35 a 44 años,2016,123.6
1372,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2022,91.7
1373,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2021,79.2
1374,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2020,74.2
1375,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2019,74.5
1376,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2018,74.0
1377,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2017,76.6
1378,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,De 45 a 54 años,2016,65.7
1379,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2022,95.1
1380,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2021,82.5
1381,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2020,85.4
1382,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2019,70.1
1383,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2018,69.9
1384,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2017,59.4
1385,Mujeres,Ciencias naturales  químicas  físicas y matemáticas,55 y más años,2016,59.4
1386,Mujeres,Tecnologías de la información y las comunicaciones (TIC),Total,2022,216.1
1387,Mujeres,Tecnologías de la información y las comunicaciones (TIC),Total,2021,190.6
1388,Mujeres,Tecnologías de la información y las comunicaciones (TIC),Total,2020,218.2
1389,Mujeres,Tecnologías de la información y las comunicaciones (TIC),Total,2019,191.7
1390,Mujeres,Tecnologías de la información y las comunicaciones (TIC),Total,2018,186.6
1391,Mujeres,Tecnologías de la información y las comunicaciones (TIC),Total,2017,165.8
1392,Mujeres,Tecnologías de la información y las comunicaciones (TIC),Total,2016,159.1
1393,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2022,12.7
1394,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2021,12.3
1395,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2020,16.9
1396,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2019,17.3
1397,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2018,11.2
1398,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2017,9.3
1399,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 16 a 24 años,2016,13.1
1400,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2022,48.2
1401,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2021,41.6
1402,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2020,60.8
1403,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2019,61.3
1404,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2018,52.0
1405,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2017,42.3
1406,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 25 a 34 años,2016,47.6
1407,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2022,51.5
1408,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2021,61.7
1409,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2020,64.0
1410,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2019,61.5
1411,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2018,71.6
1412,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2017,73.0
1413,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 35 a 44 años,2016,61.1
1414,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2022,70.8
1415,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2021,57.5
1416,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2020,57.5
1417,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2019,40.9
1418,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2018,42.5
1419,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2017,29.4
1420,Mujeres,Tecnologías de la información y las comunicaciones (TIC),De 45 a 54 años,2016,30.1
1421,Mujeres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2022,32.9
1422,Mujeres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2021,17.5
1423,Mujeres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2020,19.0
1424,Mujeres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2019,10.7
1425,Mujeres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2018,9.3
1426,Mujeres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2017,11.8
1427,Mujeres,Tecnologías de la información y las comunicaciones (TIC),55 y más años,2016,7.3
1428,Mujeres,Mecánica  electrónica y otra formación técnica  industria y construcción,Total,2022,365.8
1429,Mujeres,Mecánica  electrónica y otra formación técnica  industria y construcción,Total,2021,336.3
1430,Mujeres,Mecánica  electrónica y otra formación técnica  industria y construcción,Total,2020,358.9
