,sexo,comunidades_y_ciudades_autónomas,rama_de_actividad_-_cnae_2009,periodo,total
10448,Mujeres,Comunitat Valenciana,Industrias extractivas,2023,6.1
10449,Mujeres,Comunitat Valenciana,Industrias extractivas,2022,8.1
10450,Mujeres,Comunitat Valenciana,Industrias extractivas,2021,5
10451,Mujeres,Comunitat Valenciana,Industrias extractivas,2020,7
10452,Mujeres,Comunitat Valenciana,Industrias extractivas,2019,5.2
10453,Mujeres,Comunitat Valenciana,Industrias extractivas,2018,2.6
10454,Mujeres,Comunitat Valenciana,Industrias extractivas,2017,4.2
10455,Mujeres,Comunitat Valenciana,Industrias extractivas,2016,3.6
10456,Mujeres,Comunitat Valenciana,Industrias extractivas,2015,5.1
10457,Mujeres,Comunitat Valenciana,Industrias extractivas,2014,3.9
10458,Mujeres,Comunitat Valenciana,Industrias extractivas,2013,4.4
10459,Mujeres,Comunitat Valenciana,Industrias extractivas,2012,5.7
10460,Mujeres,Comunitat Valenciana,Industrias extractivas,2011,5.3
10461,Mujeres,Comunitat Valenciana,Industrias extractivas,2010,3.7
10462,Mujeres,Comunitat Valenciana,Industrias extractivas,2009,3.1
10463,Mujeres,Comunitat Valenciana,Industrias extractivas,2008,2.4
10464,Mujeres,Comunitat Valenciana,Industria manufacturera,2023,96.5
10465,Mujeres,Comunitat Valenciana,Industria manufacturera,2022,103.2
10466,Mujeres,Comunitat Valenciana,Industria manufacturera,2021,86.3
10467,Mujeres,Comunitat Valenciana,Industria manufacturera,2020,87.4
10468,Mujeres,Comunitat Valenciana,Industria manufacturera,2019,96.4
10469,Mujeres,Comunitat Valenciana,Industria manufacturera,2018,95.8
10470,Mujeres,Comunitat Valenciana,Industria manufacturera,2017,93.5
10471,Mujeres,Comunitat Valenciana,Industria manufacturera,2016,80.1
10472,Mujeres,Comunitat Valenciana,Industria manufacturera,2015,82.1
10473,Mujeres,Comunitat Valenciana,Industria manufacturera,2014,73.4
10474,Mujeres,Comunitat Valenciana,Industria manufacturera,2013,73.3
10475,Mujeres,Comunitat Valenciana,Industria manufacturera,2012,76
10476,Mujeres,Comunitat Valenciana,Industria manufacturera,2011,73.7
10477,Mujeres,Comunitat Valenciana,Industria manufacturera,2010,79.8
10478,Mujeres,Comunitat Valenciana,Industria manufacturera,2009,79.7
10479,Mujeres,Comunitat Valenciana,Industria manufacturera,2008,96.7
10480,Mujeres,Comunitat Valenciana,Construcción,2023,14.7
10481,Mujeres,Comunitat Valenciana,Construcción,2022,17.4
10482,Mujeres,Comunitat Valenciana,Construcción,2021,12.8
10483,Mujeres,Comunitat Valenciana,Construcción,2020,11.2
10484,Mujeres,Comunitat Valenciana,Construcción,2019,14.3
10485,Mujeres,Comunitat Valenciana,Construcción,2018,10.2
10486,Mujeres,Comunitat Valenciana,Construcción,2017,9.2
10487,Mujeres,Comunitat Valenciana,Construcción,2016,9.2
10488,Mujeres,Comunitat Valenciana,Construcción,2015,8.5
10489,Mujeres,Comunitat Valenciana,Construcción,2014,9.3
10490,Mujeres,Comunitat Valenciana,Construcción,2013,9
10491,Mujeres,Comunitat Valenciana,Construcción,2012,8.1
10492,Mujeres,Comunitat Valenciana,Construcción,2011,11.2
10493,Mujeres,Comunitat Valenciana,Construcción,2010,15.3
10494,Mujeres,Comunitat Valenciana,Construcción,2009,13.7
10495,Mujeres,Comunitat Valenciana,Construcción,2008,23.2
10496,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2023,334.6
10497,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2022,310.2
10498,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2021,279
10499,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2020,304.3
10500,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2019,316.1
10501,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2018,303.8
10502,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2017,305.2
10503,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2016,302.2
10504,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2015,285.2
10505,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2014,275
10506,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2013,268.6
10507,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2012,260.7
10508,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2011,282.3
10509,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2010,274.9
10510,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2009,299.5
10511,Mujeres,Comunitat Valenciana,"Comercio, logistica y hosteleria",2008,326
10512,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2023,17.1
10513,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2022,11.8
10514,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2021,11.9
10515,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2020,16.2
10516,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2019,14.4
10517,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2018,6.9
10518,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2017,7.2
10519,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2016,6.7
10520,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2015,6.8
10521,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2014,9.3
10522,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2013,8.4
10523,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2012,10.3
10524,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2011,12.8
10525,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2010,11.3
10526,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2009,9.8
10527,Mujeres,Comunitat Valenciana,Informacion y telecomunicaciones,2008,13.8
10528,Mujeres,Comunitat Valenciana,Finanzas y seguros,2023,17.8
10529,Mujeres,Comunitat Valenciana,Finanzas y seguros,2022,21.1
10530,Mujeres,Comunitat Valenciana,Finanzas y seguros,2021,22.1
10531,Mujeres,Comunitat Valenciana,Finanzas y seguros,2020,21.6
10532,Mujeres,Comunitat Valenciana,Finanzas y seguros,2019,22.8
10533,Mujeres,Comunitat Valenciana,Finanzas y seguros,2018,20
10534,Mujeres,Comunitat Valenciana,Finanzas y seguros,2017,15.1
10535,Mujeres,Comunitat Valenciana,Finanzas y seguros,2016,23.3
10536,Mujeres,Comunitat Valenciana,Finanzas y seguros,2015,19
10537,Mujeres,Comunitat Valenciana,Finanzas y seguros,2014,16.3
10538,Mujeres,Comunitat Valenciana,Finanzas y seguros,2013,20.3
10539,Mujeres,Comunitat Valenciana,Finanzas y seguros,2012,23
10540,Mujeres,Comunitat Valenciana,Finanzas y seguros,2011,24.8
10541,Mujeres,Comunitat Valenciana,Finanzas y seguros,2010,19.8
10542,Mujeres,Comunitat Valenciana,Finanzas y seguros,2009,17.3
10543,Mujeres,Comunitat Valenciana,Finanzas y seguros,2008,23.5
10544,Mujeres,Comunitat Valenciana,Inmobiliarias,2023,11.4
10545,Mujeres,Comunitat Valenciana,Inmobiliarias,2022,11.5
10546,Mujeres,Comunitat Valenciana,Inmobiliarias,2021,6.4
10547,Mujeres,Comunitat Valenciana,Inmobiliarias,2020,9.7
10548,Mujeres,Comunitat Valenciana,Inmobiliarias,2019,13.6
10549,Mujeres,Comunitat Valenciana,Inmobiliarias,2018,15.4
10550,Mujeres,Comunitat Valenciana,Inmobiliarias,2017,9.5
10551,Mujeres,Comunitat Valenciana,Inmobiliarias,2016,10.1
10552,Mujeres,Comunitat Valenciana,Inmobiliarias,2015,7.5
10553,Mujeres,Comunitat Valenciana,Inmobiliarias,2014,5.8
10554,Mujeres,Comunitat Valenciana,Inmobiliarias,2013,7.4
10555,Mujeres,Comunitat Valenciana,Inmobiliarias,2012,5.5
10556,Mujeres,Comunitat Valenciana,Inmobiliarias,2011,4.3
10557,Mujeres,Comunitat Valenciana,Inmobiliarias,2010,5.6
10558,Mujeres,Comunitat Valenciana,Inmobiliarias,2009,5.6
10559,Mujeres,Comunitat Valenciana,Inmobiliarias,2008,4.8
10560,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2023,101.5
10561,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2022,102
10562,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2021,110.9
10563,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2020,104.5
10564,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2019,93.4
10565,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2018,91.8
10566,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2017,89.7
10567,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2016,94.6
10568,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2015,90.1
10569,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2014,87
10570,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2013,71.8
10571,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2012,82.2
10572,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2011,89.3
10573,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2010,94.1
10574,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2009,101.8
10575,Mujeres,Comunitat Valenciana,"Actividades cientificas, administrativas y axuliares",2008,98.4
10576,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2023,313.7
10577,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2022,300.4
10578,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2021,290.5
10579,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2020,241
10580,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2019,245
10581,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2018,251.5
10582,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2017,237.1
10583,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2016,223.9
10584,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2015,225.1
10585,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2014,210.9
10586,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2013,199.1
10587,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2012,211
10588,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2011,223.6
10589,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2010,212.3
10590,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2009,206.9
10591,Mujeres,Comunitat Valenciana,"Admin.Publica, educacion y sanitarias",2008,199.1
10592,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2023,116.6
10593,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2022,98.2
10594,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2021,97.8
10595,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2020,95.6
10596,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2019,93.4
10597,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2018,106.5
10598,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2017,109.3
10599,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2016,109.5
10600,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2015,105.7
10601,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2014,106.5
10602,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2013,117.5
10603,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2012,112.7
10604,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2011,106.9
10605,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2010,125.4
10606,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2009,129.9
10607,Mujeres,Comunitat Valenciana,"Artisticas, labores domesticas",2008,128.4
10608,Mujeres,Extremadura,Total,2023,180
10609,Mujeres,Extremadura,Total,2022,177.5
10610,Mujeres,Extremadura,Total,2021,167.1
10611,Mujeres,Extremadura,Total,2020,163.4
10612,Mujeres,Extremadura,Total,2019,160.4
10613,Mujeres,Extremadura,Total,2018,155
10614,Mujeres,Extremadura,Total,2017,151.1
10615,Mujeres,Extremadura,Total,2016,148.1
10616,Mujeres,Extremadura,Total,2015,145.3
10617,Mujeres,Extremadura,Total,2014,147
10618,Mujeres,Extremadura,Total,2013,146.1
10619,Mujeres,Extremadura,Total,2012,139.2
10620,Mujeres,Extremadura,Total,2011,151.8
10621,Mujeres,Extremadura,Total,2010,153.7
10622,Mujeres,Extremadura,Total,2009,152.3
10623,Mujeres,Extremadura,Total,2008,152.8
10624,Mujeres,Extremadura,Agricultura,2023,6.7
10625,Mujeres,Extremadura,Agricultura,2022,6
10626,Mujeres,Extremadura,Agricultura,2021,6.7
10627,Mujeres,Extremadura,Agricultura,2020,6.6
10628,Mujeres,Extremadura,Agricultura,2019,8.4
10629,Mujeres,Extremadura,Agricultura,2018,8.4
10630,Mujeres,Extremadura,Agricultura,2017,8.2
10631,Mujeres,Extremadura,Agricultura,2016,5.7
10632,Mujeres,Extremadura,Agricultura,2015,7.3
10633,Mujeres,Extremadura,Agricultura,2014,7
10634,Mujeres,Extremadura,Agricultura,2013,6.7
10635,Mujeres,Extremadura,Agricultura,2012,7.6
10636,Mujeres,Extremadura,Agricultura,2011,6.5
10637,Mujeres,Extremadura,Agricultura,2010,6.5
10638,Mujeres,Extremadura,Agricultura,2009,8.8
10639,Mujeres,Extremadura,Agricultura,2008,7.3
10640,Mujeres,Extremadura,Industria general,2023,8.9
10641,Mujeres,Extremadura,Industria general,2022,9.1
10642,Mujeres,Extremadura,Industria general,2021,8.4
10643,Mujeres,Extremadura,Industria general,2020,9.9
10644,Mujeres,Extremadura,Industria general,2019,8.8
10645,Mujeres,Extremadura,Industria general,2018,5.9
10646,Mujeres,Extremadura,Industria general,2017,6.4
10647,Mujeres,Extremadura,Industria general,2016,8
10648,Mujeres,Extremadura,Industria general,2015,7.9
10649,Mujeres,Extremadura,Industria general,2014,7.5
10650,Mujeres,Extremadura,Industria general,2013,8.3
10651,Mujeres,Extremadura,Industria general,2012,9.2
10652,Mujeres,Extremadura,Industria general,2011,8.1
10653,Mujeres,Extremadura,Industria general,2010,6.3
10654,Mujeres,Extremadura,Industria general,2009,6.8
10655,Mujeres,Extremadura,Industria general,2008,9
10656,Mujeres,Extremadura,Industrias extractivas,2023,1.4
10657,Mujeres,Extremadura,Industrias extractivas,2022,0.7
10658,Mujeres,Extremadura,Industrias extractivas,2021,1.2
10659,Mujeres,Extremadura,Industrias extractivas,2020,0.7
10660,Mujeres,Extremadura,Industrias extractivas,2019,0.5
10661,Mujeres,Extremadura,Industrias extractivas,2018,0.1
10662,Mujeres,Extremadura,Industrias extractivas,2017,0.2
10663,Mujeres,Extremadura,Industrias extractivas,2016,0.6
10664,Mujeres,Extremadura,Industrias extractivas,2015,0.4
10665,Mujeres,Extremadura,Industrias extractivas,2014,0.4
10666,Mujeres,Extremadura,Industrias extractivas,2013,0.8
10667,Mujeres,Extremadura,Industrias extractivas,2012,1.5
10668,Mujeres,Extremadura,Industrias extractivas,2011,1.1
10669,Mujeres,Extremadura,Industrias extractivas,2010,0.3
10670,Mujeres,Extremadura,Industrias extractivas,2009,0.6
10671,Mujeres,Extremadura,Industrias extractivas,2008,0.5
10672,Mujeres,Extremadura,Industria manufacturera,2023,7.6
10673,Mujeres,Extremadura,Industria manufacturera,2022,8.4
10674,Mujeres,Extremadura,Industria manufacturera,2021,7.2
10675,Mujeres,Extremadura,Industria manufacturera,2020,9.2
10676,Mujeres,Extremadura,Industria manufacturera,2019,8.3
10677,Mujeres,Extremadura,Industria manufacturera,2018,5.9
10678,Mujeres,Extremadura,Industria manufacturera,2017,6.2
10679,Mujeres,Extremadura,Industria manufacturera,2016,7.4
10680,Mujeres,Extremadura,Industria manufacturera,2015,7.5
10681,Mujeres,Extremadura,Industria manufacturera,2014,7.1
10682,Mujeres,Extremadura,Industria manufacturera,2013,7.5
10683,Mujeres,Extremadura,Industria manufacturera,2012,7.7
10684,Mujeres,Extremadura,Industria manufacturera,2011,7
10685,Mujeres,Extremadura,Industria manufacturera,2010,5.9
10686,Mujeres,Extremadura,Industria manufacturera,2009,6.2
10687,Mujeres,Extremadura,Industria manufacturera,2008,8.5
10688,Mujeres,Extremadura,Construcción,2023,1.8
10689,Mujeres,Extremadura,Construcción,2022,1.3
10690,Mujeres,Extremadura,Construcción,2021,2.3
10691,Mujeres,Extremadura,Construcción,2020,1.4
10692,Mujeres,Extremadura,Construcción,2019,1.7
10693,Mujeres,Extremadura,Construcción,2018,0.6
10694,Mujeres,Extremadura,Construcción,2017,1.2
10695,Mujeres,Extremadura,Construcción,2016,0.9
10696,Mujeres,Extremadura,Construcción,2015,1.5
10697,Mujeres,Extremadura,Construcción,2014,1.3
10698,Mujeres,Extremadura,Construcción,2013,1.1
10699,Mujeres,Extremadura,Construcción,2012,1.7
10700,Mujeres,Extremadura,Construcción,2011,1.9
10701,Mujeres,Extremadura,Construcción,2010,3.2
10702,Mujeres,Extremadura,Construcción,2009,2.5
10703,Mujeres,Extremadura,Construcción,2008,2.5
10704,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2023,43.3
10705,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2022,41.4
10706,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2021,39.6
10707,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2020,42
10708,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2019,40.5
10709,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2018,40.9
10710,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2017,40.5
10711,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2016,38.3
10712,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2015,39.7
10713,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2014,41.5
10714,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2013,38.8
10715,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2012,32
10716,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2011,36.3
10717,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2010,40.3
10718,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2009,41.6
10719,Mujeres,Extremadura,"Comercio, logistica y hosteleria",2008,40.7
10720,Mujeres,Extremadura,Informacion y telecomunicaciones,2023,2.4
10721,Mujeres,Extremadura,Informacion y telecomunicaciones,2022,1.6
10722,Mujeres,Extremadura,Informacion y telecomunicaciones,2021,2
10723,Mujeres,Extremadura,Informacion y telecomunicaciones,2020,1.3
10724,Mujeres,Extremadura,Informacion y telecomunicaciones,2019,1.3
10725,Mujeres,Extremadura,Informacion y telecomunicaciones,2018,0.9
10726,Mujeres,Extremadura,Informacion y telecomunicaciones,2017,1.1
10727,Mujeres,Extremadura,Informacion y telecomunicaciones,2016,1.7
10728,Mujeres,Extremadura,Informacion y telecomunicaciones,2015,0.9
10729,Mujeres,Extremadura,Informacion y telecomunicaciones,2014,1.4
10730,Mujeres,Extremadura,Informacion y telecomunicaciones,2013,1.4
10731,Mujeres,Extremadura,Informacion y telecomunicaciones,2012,1.1
10732,Mujeres,Extremadura,Informacion y telecomunicaciones,2011,1
10733,Mujeres,Extremadura,Informacion y telecomunicaciones,2010,1.5
10734,Mujeres,Extremadura,Informacion y telecomunicaciones,2009,0.9
10735,Mujeres,Extremadura,Informacion y telecomunicaciones,2008,1.7
10736,Mujeres,Extremadura,Finanzas y seguros,2023,4.6
10737,Mujeres,Extremadura,Finanzas y seguros,2022,3.5
10738,Mujeres,Extremadura,Finanzas y seguros,2021,2.9
10739,Mujeres,Extremadura,Finanzas y seguros,2020,2.6
10740,Mujeres,Extremadura,Finanzas y seguros,2019,2.3
10741,Mujeres,Extremadura,Finanzas y seguros,2018,2.2
10742,Mujeres,Extremadura,Finanzas y seguros,2017,2.1
10743,Mujeres,Extremadura,Finanzas y seguros,2016,1.8
10744,Mujeres,Extremadura,Finanzas y seguros,2015,2.2
10745,Mujeres,Extremadura,Finanzas y seguros,2014,2.7
10746,Mujeres,Extremadura,Finanzas y seguros,2013,2.1
10747,Mujeres,Extremadura,Finanzas y seguros,2012,1.9
10748,Mujeres,Extremadura,Finanzas y seguros,2011,2.1
10749,Mujeres,Extremadura,Finanzas y seguros,2010,2.9
10750,Mujeres,Extremadura,Finanzas y seguros,2009,2.6
10751,Mujeres,Extremadura,Finanzas y seguros,2008,2.5
10752,Mujeres,Extremadura,Inmobiliarias,2023,1.3
10753,Mujeres,Extremadura,Inmobiliarias,2022,0.5
10754,Mujeres,Extremadura,Inmobiliarias,2021,0.6
10755,Mujeres,Extremadura,Inmobiliarias,2020,0.4
10756,Mujeres,Extremadura,Inmobiliarias,2019,0.5
10757,Mujeres,Extremadura,Inmobiliarias,2018,0.4
10758,Mujeres,Extremadura,Inmobiliarias,2017,0.2
10759,Mujeres,Extremadura,Inmobiliarias,2016,0.4
10760,Mujeres,Extremadura,Inmobiliarias,2015,0.3
10761,Mujeres,Extremadura,Inmobiliarias,2014,0.4
10762,Mujeres,Extremadura,Inmobiliarias,2013,0.2
10763,Mujeres,Extremadura,Inmobiliarias,2012,0.1
10764,Mujeres,Extremadura,Inmobiliarias,2011,0.2
10765,Mujeres,Extremadura,Inmobiliarias,2010,0.4
10766,Mujeres,Extremadura,Inmobiliarias,2009,0.9
10767,Mujeres,Extremadura,Inmobiliarias,2008,0.6
10768,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2023,12.1
10769,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2022,13.3
10770,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2021,16.1
10771,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2020,15.1
10772,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2019,15.1
10773,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2018,12.9
10774,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2017,11.4
10775,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2016,11.6
10776,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2015,11.8
10777,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2014,10.7
10778,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2013,12.3
10779,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2012,11
10780,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2011,13.2
10781,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2010,13.2
10782,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2009,10
10783,Mujeres,Extremadura,"Actividades cientificas, administrativas y axuliares",2008,11.2
10784,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2023,81.5
10785,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2022,85.6
10786,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2021,74.2
10787,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2020,72.5
10788,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2019,69.3
10789,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2018,66.6
10790,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2017,63
10791,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2016,63.9
10792,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2015,58.7
10793,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2014,60.3
10794,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2013,58.5
10795,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2012,60
10796,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2011,64.9
10797,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2010,63
10798,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2009,62.8
10799,Mujeres,Extremadura,"Admin.Publica, educacion y sanitarias",2008,61.2
10800,Mujeres,Extremadura,"Artisticas, labores domesticas",2023,17.3
10801,Mujeres,Extremadura,"Artisticas, labores domesticas",2022,15.2
10802,Mujeres,Extremadura,"Artisticas, labores domesticas",2021,14.3
10803,Mujeres,Extremadura,"Artisticas, labores domesticas",2020,11.7
10804,Mujeres,Extremadura,"Artisticas, labores domesticas",2019,12.4
10805,Mujeres,Extremadura,"Artisticas, labores domesticas",2018,16.2
10806,Mujeres,Extremadura,"Artisticas, labores domesticas",2017,17.1
10807,Mujeres,Extremadura,"Artisticas, labores domesticas",2016,15.9
10808,Mujeres,Extremadura,"Artisticas, labores domesticas",2015,15
10809,Mujeres,Extremadura,"Artisticas, labores domesticas",2014,14
10810,Mujeres,Extremadura,"Artisticas, labores domesticas",2013,16.8
10811,Mujeres,Extremadura,"Artisticas, labores domesticas",2012,14.8
10812,Mujeres,Extremadura,"Artisticas, labores domesticas",2011,17.5
10813,Mujeres,Extremadura,"Artisticas, labores domesticas",2010,16.4
10814,Mujeres,Extremadura,"Artisticas, labores domesticas",2009,15.6
10815,Mujeres,Extremadura,"Artisticas, labores domesticas",2008,16.1
10816,Mujeres,Galicia,Total,2023,543.4
10817,Mujeres,Galicia,Total,2022,529.2
10818,Mujeres,Galicia,Total,2021,513.8
10819,Mujeres,Galicia,Total,2020,505.3
10820,Mujeres,Galicia,Total,2019,521.2
10821,Mujeres,Galicia,Total,2018,515
10822,Mujeres,Galicia,Total,2017,501.4
10823,Mujeres,Galicia,Total,2016,491.7
10824,Mujeres,Galicia,Total,2015,479
10825,Mujeres,Galicia,Total,2014,473.7
10826,Mujeres,Galicia,Total,2013,475.8
10827,Mujeres,Galicia,Total,2012,492.6
10828,Mujeres,Galicia,Total,2011,502.7
10829,Mujeres,Galicia,Total,2010,501.8
10830,Mujeres,Galicia,Total,2009,524.6
10831,Mujeres,Galicia,Total,2008,528.9
10832,Mujeres,Galicia,Agricultura,2023,21.2
10833,Mujeres,Galicia,Agricultura,2022,21.7
10834,Mujeres,Galicia,Agricultura,2021,22.8
10835,Mujeres,Galicia,Agricultura,2020,23.4
10836,Mujeres,Galicia,Agricultura,2019,24.9
10837,Mujeres,Galicia,Agricultura,2018,26.1
10838,Mujeres,Galicia,Agricultura,2017,28.8
10839,Mujeres,Galicia,Agricultura,2016,26.5
10840,Mujeres,Galicia,Agricultura,2015,22.9
10841,Mujeres,Galicia,Agricultura,2014,25.2
10842,Mujeres,Galicia,Agricultura,2013,31.1
10843,Mujeres,Galicia,Agricultura,2012,34.8
10844,Mujeres,Galicia,Agricultura,2011,36.5
10845,Mujeres,Galicia,Agricultura,2010,36.7
10846,Mujeres,Galicia,Agricultura,2009,39.2
10847,Mujeres,Galicia,Agricultura,2008,38.1
10848,Mujeres,Galicia,Industria general,2023,51.2
10849,Mujeres,Galicia,Industria general,2022,52.9
10850,Mujeres,Galicia,Industria general,2021,48.1
