Sexo;Sector del nivel de formación alcanzado;Edad;Periodo;Total
Hombres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2020;27,3
Hombres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2019;30
Hombres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2018;37,1
Hombres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2017;31,6
Hombres;99 Sectores desconocidos o no especificados;De 25 a 34 años;2016;30,7
Hombres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2022;34,3
Hombres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2021;37,5
Hombres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2020;24,6
Hombres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2019;43,4
Hombres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2018;37,2
Hombres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2017;41,9
Hombres;99 Sectores desconocidos o no especificados;De 35 a 44 años;2016;50,2
Hombres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2022;60,4
Hombres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2021;38,2
Hombres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2020;38
Hombres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2019;36,5
Hombres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2018;40,5
Hombres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2017;42,6
Hombres;99 Sectores desconocidos o no especificados;De 45 a 54 años;2016;42,2
Hombres;99 Sectores desconocidos o no especificados;55 y más años;2022;194,4
Hombres;99 Sectores desconocidos o no especificados;55 y más años;2021;175,8
Hombres;99 Sectores desconocidos o no especificados;55 y más años;2020;162
Hombres;99 Sectores desconocidos o no especificados;55 y más años;2019;184,7
Hombres;99 Sectores desconocidos o no especificados;55 y más años;2018;211
Hombres;99 Sectores desconocidos o no especificados;55 y más años;2017;204
Hombres;99 Sectores desconocidos o no especificados;55 y más años;2016;230,4
Mujeres;Total;Total;2022;20.538,7
Mujeres;Total;Total;2021;20.383,4
Mujeres;Total;Total;2020;20.336,9
Mujeres;Total;Total;2019;20.174,8
Mujeres;Total;Total;2018;19.978
Mujeres;Total;Total;2017;19.851
Mujeres;Total;Total;2016;19.777,5
Mujeres;Total;De 16 a 24 años;2022;2.153,9
Mujeres;Total;De 16 a 24 años;2021;2.106
Mujeres;Total;De 16 a 24 años;2020;2.081,9
Mujeres;Total;De 16 a 24 años;2019;2.035,2
Mujeres;Total;De 16 a 24 años;2018;1.991,3
Mujeres;Total;De 16 a 24 años;2017;1.963,8
Mujeres;Total;De 16 a 24 años;2016;1.954,6
Mujeres;Total;De 25 a 34 años;2022;2.583,5
Mujeres;Total;De 25 a 34 años;2021;2.587,2
Mujeres;Total;De 25 a 34 años;2020;2.628,2
Mujeres;Total;De 25 a 34 años;2019;2.644,4
Mujeres;Total;De 25 a 34 años;2018;2.659,7
Mujeres;Total;De 25 a 34 años;2017;2.693,9
Mujeres;Total;De 25 a 34 años;2016;2.771
Mujeres;Total;De 35 a 44 años;2022;3.380,4
Mujeres;Total;De 35 a 44 años;2021;3.473,3
Mujeres;Total;De 35 a 44 años;2020;3.581,4
Mujeres;Total;De 35 a 44 años;2019;3.653,2
Mujeres;Total;De 35 a 44 años;2018;3.704,7
Mujeres;Total;De 35 a 44 años;2017;3.748,8
Mujeres;Total;De 35 a 44 años;2016;3.792,3
Mujeres;Total;De 45 a 54 años;2022;3.850,7
Mujeres;Total;De 45 a 54 años;2021;3.809,4
Mujeres;Total;De 45 a 54 años;2020;3.773,8
Mujeres;Total;De 45 a 54 años;2019;3.728,6
Mujeres;Total;De 45 a 54 años;2018;3.679
Mujeres;Total;De 45 a 54 años;2017;3.629,6
Mujeres;Total;De 45 a 54 años;2016;3.585,2
Mujeres;Total;55 y más años;2022;8.570,2
Mujeres;Total;55 y más años;2021;8.407,5
Mujeres;Total;55 y más años;2020;8.271,6
Mujeres;Total;55 y más años;2019;8.113,4
Mujeres;Total;55 y más años;2018;7.943,4
Mujeres;Total;55 y más años;2017;7.815
Mujeres;Total;55 y más años;2016;7.674,3
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;Total;2022;11.298,2
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;Total;2021;11.257,8
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;Total;2020;11.528,8
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;Total;2019;11.660,2
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;Total;2018;11.763,8
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;Total;2017;11.733,7
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;Total;2016;11.813,9
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2022;1.609,6
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2021;1.561,6
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2020;1.604,9
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2019;1.557,1
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2018;1.538,9
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2017;1.478,9
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 16 a 24 años;2016;1.453,8
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2022;805,4
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2021;833,8
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2020;835,4
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2019;879,8
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2018;949,6
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2017;1.040,5
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 25 a 34 años;2016;1.039,1
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2022;1.281,9
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2021;1.279,4
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2020;1.315,4
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2019;1.462
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2018;1.447,9
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2017;1.472,7
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 35 a 44 años;2016;1.510,9
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2022;1.703,3
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2021;1.698,8
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2020;1.836,5
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2019;1.823,6
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2018;1.920,7
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2017;1.932,6
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;De 45 a 54 años;2016;1.928,4
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2022;5.898
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2021;5.884,1
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2020;5.936,6
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2019;5.937,7
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2018;5.906,7
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2017;5.809
Mujeres;00 Formación general, formación básica de adultos y habilidades personales;55 y más años;2016;5.881,7
Mujeres;01 Educación;Total;2022;1.203,9
Mujeres;01 Educación;Total;2021;1.200,6
Mujeres;01 Educación;Total;2020;1.135,6
Mujeres;01 Educación;Total;2019;1.144,2
Mujeres;01 Educación;Total;2018;1.029,6
Mujeres;01 Educación;Total;2017;1.069,9
Mujeres;01 Educación;Total;2016;1.013,2
Mujeres;01 Educación;De 16 a 24 años;2022;61,6
Mujeres;01 Educación;De 16 a 24 años;2021;65,5
Mujeres;01 Educación;De 16 a 24 años;2020;56,1
Mujeres;01 Educación;De 16 a 24 años;2019;68,8
Mujeres;01 Educación;De 16 a 24 años;2018;62,8
Mujeres;01 Educación;De 16 a 24 años;2017;71,9
Mujeres;01 Educación;De 16 a 24 años;2016;73,8
Mujeres;01 Educación;De 25 a 34 años;2022;284,2
Mujeres;01 Educación;De 25 a 34 años;2021;275,2
Mujeres;01 Educación;De 25 a 34 años;2020;268,4
Mujeres;01 Educación;De 25 a 34 años;2019;271,2
Mujeres;01 Educación;De 25 a 34 años;2018;241,3
Mujeres;01 Educación;De 25 a 34 años;2017;238
Mujeres;01 Educación;De 25 a 34 años;2016;235,1
Mujeres;01 Educación;De 35 a 44 años;2022;251,1
Mujeres;01 Educación;De 35 a 44 años;2021;256,9
Mujeres;01 Educación;De 35 a 44 años;2020;249,1
Mujeres;01 Educación;De 35 a 44 años;2019;245,4
Mujeres;01 Educación;De 35 a 44 años;2018;253,7
Mujeres;01 Educación;De 35 a 44 años;2017;265,2
Mujeres;01 Educación;De 35 a 44 años;2016;228,3
Mujeres;01 Educación;De 45 a 54 años;2022;221,9
Mujeres;01 Educación;De 45 a 54 años;2021;203,8
Mujeres;01 Educación;De 45 a 54 años;2020;196,9
Mujeres;01 Educación;De 45 a 54 años;2019;206,6
Mujeres;01 Educación;De 45 a 54 años;2018;176,7
Mujeres;01 Educación;De 45 a 54 años;2017;190,5
Mujeres;01 Educación;De 45 a 54 años;2016;182,4
Mujeres;01 Educación;55 y más años;2022;385,1
Mujeres;01 Educación;55 y más años;2021;399,2
Mujeres;01 Educación;55 y más años;2020;365,1
Mujeres;01 Educación;55 y más años;2019;352,1
Mujeres;01 Educación;55 y más años;2018;295,2
Mujeres;01 Educación;55 y más años;2017;304,3
Mujeres;01 Educación;55 y más años;2016;293,6
Mujeres;02 Artes, humanidades y lenguas;Total;2022;699,8
Mujeres;02 Artes, humanidades y lenguas;Total;2021;681,4
Mujeres;02 Artes, humanidades y lenguas;Total;2020;709,4
Mujeres;02 Artes, humanidades y lenguas;Total;2019;667,4
Mujeres;02 Artes, humanidades y lenguas;Total;2018;646,6
Mujeres;02 Artes, humanidades y lenguas;Total;2017;648,9
Mujeres;02 Artes, humanidades y lenguas;Total;2016;622,4
Mujeres;02 Artes, humanidades y lenguas;De 16 a 24 años;2022;37,7
Mujeres;02 Artes, humanidades y lenguas;De 16 a 24 años;2021;46,3
Mujeres;02 Artes, humanidades y lenguas;De 16 a 24 años;2020;35,9
Mujeres;02 Artes, humanidades y lenguas;De 16 a 24 años;2019;39,2
Mujeres;02 Artes, humanidades y lenguas;De 16 a 24 años;2018;34,2
Mujeres;02 Artes, humanidades y lenguas;De 16 a 24 años;2017;29,6
Mujeres;02 Artes, humanidades y lenguas;De 16 a 24 años;2016;34
Mujeres;02 Artes, humanidades y lenguas;De 25 a 34 años;2022;141,6
Mujeres;02 Artes, humanidades y lenguas;De 25 a 34 años;2021;114,9
Mujeres;02 Artes, humanidades y lenguas;De 25 a 34 años;2020;123
Mujeres;02 Artes, humanidades y lenguas;De 25 a 34 años;2019;123,5
Mujeres;02 Artes, humanidades y lenguas;De 25 a 34 años;2018;137,4
Mujeres;02 Artes, humanidades y lenguas;De 25 a 34 años;2017;115,4
Mujeres;02 Artes, humanidades y lenguas;De 25 a 34 años;2016;112,2
Mujeres;02 Artes, humanidades y lenguas;De 35 a 44 años;2022;151,1
Mujeres;02 Artes, humanidades y lenguas;De 35 a 44 años;2021;132,8
Mujeres;02 Artes, humanidades y lenguas;De 35 a 44 años;2020;182,6
Mujeres;02 Artes, humanidades y lenguas;De 35 a 44 años;2019;159
Mujeres;02 Artes, humanidades y lenguas;De 35 a 44 años;2018;158,3
Mujeres;02 Artes, humanidades y lenguas;De 35 a 44 años;2017;170
Mujeres;02 Artes, humanidades y lenguas;De 35 a 44 años;2016;178,6
Mujeres;02 Artes, humanidades y lenguas;De 45 a 54 años;2022;140
Mujeres;02 Artes, humanidades y lenguas;De 45 a 54 años;2021;154,5
Mujeres;02 Artes, humanidades y lenguas;De 45 a 54 años;2020;156,7
Mujeres;02 Artes, humanidades y lenguas;De 45 a 54 años;2019;157,5
Mujeres;02 Artes, humanidades y lenguas;De 45 a 54 años;2018;131
Mujeres;02 Artes, humanidades y lenguas;De 45 a 54 años;2017;146,6
Mujeres;02 Artes, humanidades y lenguas;De 45 a 54 años;2016;150,2
Mujeres;02 Artes, humanidades y lenguas;55 y más años;2022;229,4
Mujeres;02 Artes, humanidades y lenguas;55 y más años;2021;232,9
Mujeres;02 Artes, humanidades y lenguas;55 y más años;2020;211,2
Mujeres;02 Artes, humanidades y lenguas;55 y más años;2019;188,2
Mujeres;02 Artes, humanidades y lenguas;55 y más años;2018;185,6
Mujeres;02 Artes, humanidades y lenguas;55 y más años;2017;187,2
Mujeres;02 Artes, humanidades y lenguas;55 y más años;2016;147,4
Mujeres;03 Ciencias sociales, periodismo y documentación;Total;2022;479,8
Mujeres;03 Ciencias sociales, periodismo y documentación;Total;2021;445,4
Mujeres;03 Ciencias sociales, periodismo y documentación;Total;2020;411,8
Mujeres;03 Ciencias sociales, periodismo y documentación;Total;2019;421,8
Mujeres;03 Ciencias sociales, periodismo y documentación;Total;2018;397,9
Mujeres;03 Ciencias sociales, periodismo y documentación;Total;2017;423,4
Mujeres;03 Ciencias sociales, periodismo y documentación;Total;2016;394,7
Mujeres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2022;35,5
Mujeres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2021;27,8
Mujeres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2020;20,3
Mujeres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2019;25,2
Mujeres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2018;23,6
Mujeres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2017;23,8
Mujeres;03 Ciencias sociales, periodismo y documentación;De 16 a 24 años;2016;31,2
Mujeres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2022;92,9
Mujeres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2021;91,5
Mujeres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2020;88,8
Mujeres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2019;85,4
Mujeres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2018;89,4
Mujeres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2017;95
Mujeres;03 Ciencias sociales, periodismo y documentación;De 25 a 34 años;2016;113,6
Mujeres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2022;122,5
Mujeres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2021;130,9
Mujeres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2020;121,4
Mujeres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2019;139,2
Mujeres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2018;115,1
Mujeres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2017;136,6
Mujeres;03 Ciencias sociales, periodismo y documentación;De 35 a 44 años;2016;119,4
Mujeres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2022;111
Mujeres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2021;104,9
Mujeres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2020;86,3
Mujeres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2019;96,8
Mujeres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2018;98,6
Mujeres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2017;99,4
Mujeres;03 Ciencias sociales, periodismo y documentación;De 45 a 54 años;2016;86,8
Mujeres;03 Ciencias sociales, periodismo y documentación;55 y más años;2022;118
Mujeres;03 Ciencias sociales, periodismo y documentación;55 y más años;2021;90,4
Mujeres;03 Ciencias sociales, periodismo y documentación;55 y más años;2020;95,1
Mujeres;03 Ciencias sociales, periodismo y documentación;55 y más años;2019;75,2
Mujeres;03 Ciencias sociales, periodismo y documentación;55 y más años;2018;71,2
Mujeres;03 Ciencias sociales, periodismo y documentación;55 y más años;2017;68,7
Mujeres;03 Ciencias sociales, periodismo y documentación;55 y más años;2016;43,6
Mujeres;04 Negocios, administración y derecho;Total;2022;2.675
Mujeres;04 Negocios, administración y derecho;Total;2021;2.766,6
Mujeres;04 Negocios, administración y derecho;Total;2020;2.523,6
Mujeres;04 Negocios, administración y derecho;Total;2019;2.378,7
Mujeres;04 Negocios, administración y derecho;Total;2018;2.399,6
Mujeres;04 Negocios, administración y derecho;Total;2017;2.351,6
Mujeres;04 Negocios, administración y derecho;Total;2016;2.254
Mujeres;04 Negocios, administración y derecho;De 16 a 24 años;2022;124,2
Mujeres;04 Negocios, administración y derecho;De 16 a 24 años;2021;115,4
Mujeres;04 Negocios, administración y derecho;De 16 a 24 años;2020;109,5
Mujeres;04 Negocios, administración y derecho;De 16 a 24 años;2019;88,9
Mujeres;04 Negocios, administración y derecho;De 16 a 24 años;2018;101,6
Mujeres;04 Negocios, administración y derecho;De 16 a 24 años;2017;110,9
Mujeres;04 Negocios, administración y derecho;De 16 a 24 años;2016;115,5
Mujeres;04 Negocios, administración y derecho;De 25 a 34 años;2022;394,9
Mujeres;04 Negocios, administración y derecho;De 25 a 34 años;2021;509,1
Mujeres;04 Negocios, administración y derecho;De 25 a 34 años;2020;461,4
Mujeres;04 Negocios, administración y derecho;De 25 a 34 años;2019;448,8
Mujeres;04 Negocios, administración y derecho;De 25 a 34 años;2018;495,9
Mujeres;04 Negocios, administración y derecho;De 25 a 34 años;2017;460,6
Mujeres;04 Negocios, administración y derecho;De 25 a 34 años;2016;464,7
Mujeres;04 Negocios, administración y derecho;De 35 a 44 años;2022;643,4
Mujeres;04 Negocios, administración y derecho;De 35 a 44 años;2021;714,8
Mujeres;04 Negocios, administración y derecho;De 35 a 44 años;2020;706,8
Mujeres;04 Negocios, administración y derecho;De 35 a 44 años;2019;698,5
Mujeres;04 Negocios, administración y derecho;De 35 a 44 años;2018;744,7
Mujeres;04 Negocios, administración y derecho;De 35 a 44 años;2017;777,9
Mujeres;04 Negocios, administración y derecho;De 35 a 44 años;2016;800,5
Mujeres;04 Negocios, administración y derecho;De 45 a 54 años;2022;832,9
Mujeres;04 Negocios, administración y derecho;De 45 a 54 años;2021;781,9
Mujeres;04 Negocios, administración y derecho;De 45 a 54 años;2020;713,4
Mujeres;04 Negocios, administración y derecho;De 45 a 54 años;2019;662,4
Mujeres;04 Negocios, administración y derecho;De 45 a 54 años;2018;643,9
Mujeres;04 Negocios, administración y derecho;De 45 a 54 años;2017;592,2
Mujeres;04 Negocios, administración y derecho;De 45 a 54 años;2016;576,4
Mujeres;04 Negocios, administración y derecho;55 y más años;2022;679,5
Mujeres;04 Negocios, administración y derecho;55 y más años;2021;645,4
Mujeres;04 Negocios, administración y derecho;55 y más años;2020;532,5
Mujeres;04 Negocios, administración y derecho;55 y más años;2019;480
Mujeres;04 Negocios, administración y derecho;55 y más años;2018;413,5
Mujeres;04 Negocios, administración y derecho;55 y más años;2017;410
Mujeres;04 Negocios, administración y derecho;55 y más años;2016;296,8
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2022;408,8
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2021;378,5
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2020;374,5
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2019;378,2
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2018;397,4
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2017;341
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;Total;2016;340,4
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2022;29
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2021;27,4
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2020;21,8
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2019;24,1
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2018;16,5
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2017;15,2
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 16 a 24 años;2016;15,4
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2022;82,9
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2021;82,2
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2020;70,3
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2019;77
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2018;83,5
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2017;64,7
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 25 a 34 años;2016;76,2
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2022;110,1
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2021;107,2
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2020;122,8
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2019;132,5
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2018;153,4
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2017;125
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 35 a 44 años;2016;123,6
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2022;91,7
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2021;79,2
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2020;74,2
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2019;74,5
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2018;74
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2017;76,6
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;De 45 a 54 años;2016;65,7
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2022;95,1
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2021;82,5
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2020;85,4
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2019;70,1
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2018;69,9
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2017;59,4
Mujeres;05 Ciencias naturales, químicas, físicas y matemáticas;55 y más años;2016;59,4
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2022;216,1
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2021;190,6
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2020;218,2
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2019;191,7
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2018;186,6
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2017;165,8
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);Total;2016;159,1
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2022;12,7
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2021;12,3
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2020;16,9
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2019;17,3
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2018;11,2
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2017;9,3
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 16 a 24 años;2016;13,1
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2022;48,2
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2021;41,6
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2020;60,8
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2019;61,3
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2018;52
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2017;42,3
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 25 a 34 años;2016;47,6
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2022;51,5
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2021;61,7
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2020;64
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2019;61,5
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2018;71,6
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2017;73
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 35 a 44 años;2016;61,1
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2022;70,8
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2021;57,5
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2020;57,5
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2019;40,9
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2018;42,5
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2017;29,4
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);De 45 a 54 años;2016;30,1
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2022;32,9
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2021;17,5
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2020;19
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2019;10,7
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2018;9,3
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2017;11,8
Mujeres;06 Tecnologías de la información y las comunicaciones (TIC);55 y más años;2016;7,3
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2022;365,8
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2021;336,3
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2020;358,9
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2019;352,9
Mujeres;07 Mecánica, electrónica y otra formación técnica, industria y construcción;Total;2018;299,8
