Sexo;Comunidades y Ciudades Autónomas;Rama de actividad - CNAE 2009;Periodo;Total
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2021;2,4
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2020;3
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2019;1,9
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2018;2
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2017;2,2
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2016;2
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2015;2,1
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2014;1,8
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2013;1,5
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2012;1,9
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2011;1,8
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2010;1,8
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2009;2,6
Mujeres;07 Castilla y León;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2008;1,4
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2023;38,8
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2022;36,9
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2021;35,1
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2020;36,1
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2019;41,1
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2018;40,2
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2017;33,4
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2016;33,5
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2015;28,5
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2014;29
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2013;27,9
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2012;29
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2011;30
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2010;30,8
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2009;32,4
Mujeres;07 Castilla y León;C Industria manufacturera ( C );2008;36,5
Mujeres;07 Castilla y León;F Construcción ( F );2023;6,6
Mujeres;07 Castilla y León;F Construcción ( F );2022;5,7
Mujeres;07 Castilla y León;F Construcción ( F );2021;4,6
Mujeres;07 Castilla y León;F Construcción ( F );2020;5,1
Mujeres;07 Castilla y León;F Construcción ( F );2019;4,1
Mujeres;07 Castilla y León;F Construcción ( F );2018;3,8
Mujeres;07 Castilla y León;F Construcción ( F );2017;5,1
Mujeres;07 Castilla y León;F Construcción ( F );2016;3,8
Mujeres;07 Castilla y León;F Construcción ( F );2015;4,7
Mujeres;07 Castilla y León;F Construcción ( F );2014;4,7
Mujeres;07 Castilla y León;F Construcción ( F );2013;4,9
Mujeres;07 Castilla y León;F Construcción ( F );2012;5,5
Mujeres;07 Castilla y León;F Construcción ( F );2011;6
Mujeres;07 Castilla y León;F Construcción ( F );2010;7,6
Mujeres;07 Castilla y León;F Construcción ( F );2009;7,6
Mujeres;07 Castilla y León;F Construcción ( F );2008;9
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2023;116,6
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2022;121,9
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2021;103
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2020;114,8
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2019;115,5
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2018;115,9
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2017;120,7
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2016;120,4
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2015;117,7
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2014;114,6
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2013;113,5
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2012;118,2
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2011;128,4
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2010;122,3
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2009;120,8
Mujeres;07 Castilla y León;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2008;128
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2023;6,1
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2022;6
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2021;6,2
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2020;5,3
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2019;4,8
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2018;3,5
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2017;3,3
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2016;4,9
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2015;4,7
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2014;4
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2013;6,7
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2012;8,1
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2011;7,9
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2010;7,7
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2009;7,7
Mujeres;07 Castilla y León;J Información y comunicaciones ( J );2008;9,4
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2023;7,7
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2022;9,7
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2021;8,8
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2020;7,9
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2019;9,5
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2018;7,4
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2017;8,6
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2016;10,7
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2015;10,3
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2014;8,5
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2013;7,8
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2012;10,5
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2011;10,4
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2010;11,2
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2009;9,5
Mujeres;07 Castilla y León;K Actividades financieras y de seguros (  K  );2008;8,3
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2023;1,6
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2022;2
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2021;2,3
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2020;1,8
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2019;2
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2018;1,6
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2017;1,8
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2016;1,3
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2015;1,2
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2014;1,2
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2013;1,3
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2012;1,8
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2011;1,7
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2010;0,7
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2009;1,6
Mujeres;07 Castilla y León;L Actividades inmobiliarias ( L );2008;1,6
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2023;49,9
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2022;50,7
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2021;52,1
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2020;47,9
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2019;46,2
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2018;43,9
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2017;44,2
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2016;42,7
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2015;41,6
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2014;42,1
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2013;41,1
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2012;33,3
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2011;34,8
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2010;37,5
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2009;39,8
Mujeres;07 Castilla y León;Actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares ( M + N );2008;40
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2023;178,5
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2022;177,1
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2021;168,4
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2020;158,3
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2019;158,8
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2018;160,6
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2017;157,1
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2016;152
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2015;143,3
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2014;138,6
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2013;139,4
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2012;147,1
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2011;156
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2010;152,3
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2009;145,7
Mujeres;07 Castilla y León;Administración Pública y defensa, Seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales ( O + P + Q );2008;139,3
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2023;37,7
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2022;39,1
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2021;42,8
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2020;40,6
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2019;43,6
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2018;43,2
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2017;41
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2016;41,1
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2015;42,6
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2014;47
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2013;44,9
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2012;38,6
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2011;40,9
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2010;42,6
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2009;43
Mujeres;07 Castilla y León;Activ. artísticas, recreativas y de entretenimiento, hogares como empleadores domésticos y como productores de bienes y servicios para uso propio, activ. de organizaciones y organismos extraterritoriales, otros servicios ( R + S + T + U );2008;43
Mujeres;08 Castilla - La Mancha;Total;2023;379,1
Mujeres;08 Castilla - La Mancha;Total;2022;361,5
Mujeres;08 Castilla - La Mancha;Total;2021;351,6
Mujeres;08 Castilla - La Mancha;Total;2020;325,3
Mujeres;08 Castilla - La Mancha;Total;2019;340,9
Mujeres;08 Castilla - La Mancha;Total;2018;326,4
Mujeres;08 Castilla - La Mancha;Total;2017;317,9
Mujeres;08 Castilla - La Mancha;Total;2016;306,6
Mujeres;08 Castilla - La Mancha;Total;2015;296,1
Mujeres;08 Castilla - La Mancha;Total;2014;291
Mujeres;08 Castilla - La Mancha;Total;2013;291,5
Mujeres;08 Castilla - La Mancha;Total;2012;295,3
Mujeres;08 Castilla - La Mancha;Total;2011;318,8
Mujeres;08 Castilla - La Mancha;Total;2010;309,3
Mujeres;08 Castilla - La Mancha;Total;2009;315,3
Mujeres;08 Castilla - La Mancha;Total;2008;328,1
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2023;10,3
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2022;11,2
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2021;11,7
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2020;8,6
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2019;8,9
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2018;8,2
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2017;11
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2016;7,3
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2015;7,8
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2014;7,5
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2013;7,2
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2012;8,1
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2011;9,7
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2010;8,8
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2009;7,3
Mujeres;08 Castilla - La Mancha;A Agricultura ( A );2008;9
Mujeres;08 Castilla - La Mancha;Industria general;2023;38,5
Mujeres;08 Castilla - La Mancha;Industria general;2022;29,9
Mujeres;08 Castilla - La Mancha;Industria general;2021;27,7
Mujeres;08 Castilla - La Mancha;Industria general;2020;28
Mujeres;08 Castilla - La Mancha;Industria general;2019;34,4
Mujeres;08 Castilla - La Mancha;Industria general;2018;31,2
Mujeres;08 Castilla - La Mancha;Industria general;2017;28,5
Mujeres;08 Castilla - La Mancha;Industria general;2016;28
Mujeres;08 Castilla - La Mancha;Industria general;2015;24,3
Mujeres;08 Castilla - La Mancha;Industria general;2014;25,6
Mujeres;08 Castilla - La Mancha;Industria general;2013;26,9
Mujeres;08 Castilla - La Mancha;Industria general;2012;28,7
Mujeres;08 Castilla - La Mancha;Industria general;2011;27,5
Mujeres;08 Castilla - La Mancha;Industria general;2010;29,9
Mujeres;08 Castilla - La Mancha;Industria general;2009;31,8
Mujeres;08 Castilla - La Mancha;Industria general;2008;34,2
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2023;2,5
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2022;1,7
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2021;2,6
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2020;2
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2019;1,4
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2018;1,3
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2017;1,7
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2016;1,1
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2015;1
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2014;1
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2013;1,3
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2012;1,4
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2011;1
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2010;1,1
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2009;1,6
Mujeres;08 Castilla - La Mancha;B_E Industrias extractivas, suministro de energía eléctrica, gas, vapor y  aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación  ( B + D + E );2008;1,9
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2023;36
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2022;28,2
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2021;25,1
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2020;26
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2019;32,9
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2018;29,9
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2017;26,8
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2016;26,9
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2015;23,4
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2014;24,6
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2013;25,6
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2012;27,3
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2011;26,5
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2010;28,8
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2009;30,2
Mujeres;08 Castilla - La Mancha;C Industria manufacturera ( C );2008;32,4
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2023;4,2
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2022;4
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2021;3,7
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2020;4,4
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2019;4,8
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2018;3,9
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2017;4
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2016;2,8
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2015;2,3
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2014;3,8
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2013;3
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2012;3,2
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2011;3
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2010;5,5
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2009;6,5
Mujeres;08 Castilla - La Mancha;F Construcción ( F );2008;6,7
Mujeres;08 Castilla - La Mancha;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2023;113,5
Mujeres;08 Castilla - La Mancha;Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería ( G + H + I );2022;109,7
